date,news
2022-01-27,"['FILE PHOTO: The interior of a Tesla Model S is shown in autopilot mode in San Francisco, California, U.S., April 7, 2016. REUTERS/Alexandria Sage/File Photo\n\nBy David Shepardson\n\nWASHINGTON (Reuters) - A U.S.', 'NEW YORK (AP) - Stocks that traded heavily or had substantial price changes Thursday: Tesla Inc., down $108.31 to $829.10.The electric vehicle maker said a computer chip shortage will stop the company from rolling out new models in 2022.', 'ServiceNow, Levi Strauss rise; Tesla, Intel fall', 'The ETF — with Tesla, Teladoc and Zoom Video as its three largest positions — is down nearly 30% already year to date.\n\n""If you think it\'s headed further down, the cynical geniuses who prey on investors in the form of ETFs have come up with a way to bet against Cathie Wood herself. It\'s called the Tuttle Capital Short Innovation ETF,"" Cramer said.']"
2022-01-28,"['Heritage Investors Management Corp initiated holding in Tesla Inc. The purchase prices were between $780.59 and $1229.91, with an estimated average price of $1012.35. The stock is now traded at around $846.350000. The impact to a portfolio due to this purchase was 0.01%. The holding were 221 shares as of 2021-12-31.', 'There’s certainly a lot of hype surrounding IPOs—who wouldn’t want to be an early-in investor on the next Tesla or Google?\n\nHowever, there are just as many risks to investing in IPOs as there are advantages, simply because there isn’t a lot of data available yet about the company, as its very viability has yet to be determined.', ""Contemporary Amperex Technology (SHE:300750)\n\nWeight - Highest at 18.45% more than double the weightage of the second company\n\nMarket Cap - US$208 billion\n\nCore Businesses - As one of the domestic market leaders in the supply of EV batteries, CATL was a huge beneficiary of Tesla's expansion into China, at one time being the sole supplier of batteries to Tesla""]"
2022-01-29,"[""The top holding in the fund is Tesla, Inc. (NASDAQ:TSLA), which has an 8.07% weighting.\n\nRelated Link: Robinhood CEO Explains Why He's Resisting Calls For Accepting Shiba Inu\n\nWhy It's Important: Robinhood, which went public through a direct listing, has seen its share languish."", 'EV Continues To Drive Performance In Advanced Materials\n\nTesla (NASDAQ:TSLA) (3.95% of fund assets), Infineon (OTCQX:IFNNY) (3.80% of fund assets), and Freyr (NYSE:FREY) (3.85% of fund assets) led in performance for the quarter driven by company-specific achievements, which speaks to the continued growth of the EV and battery supply chain and the importance', 'With passenger vehicles, current cars on the road are still broadly at level 2 (L2), with the leader in automation, Tesla aiming to achieve L4 autonomy in 2022 with the development of full self-driving (FSD) capabilities.', '(NYSE:MCD) said it will accept Tesla Inc. (NASDAQ:TSLA) CEO Elon Musk’s request to accept Dogecoin as a form of payment — but with a ""condition.""… Read More\n\nThis survey was conducted by Benzinga in January 2022 and included the responses of a diverse population of adults 18 or older.']"
2022-01-30,"['Further breakbulk shipments are planned in the first half of 2022\n\nOfftake agreement executed with Tesla to supply 8ktpa active anode material (""AAM"") from Vidalia at a fixed price for an initial term of four years 3\n\nDetailed engineering on Vidalia\'s initial expansion (""Vidalia Initial Expansion"") is approximately 50% completed\n\nWell progressed in', 'In December 2021, the Company announced it had executed an offtake agreement (""Agreement"") with Tesla, Inc. (""Tesla"") to supply natural graphite AAM from Vidalia3.', 'Subject to satisfaction of the above conditions, Tesla will offtake 8ktpa AAM of the proposed initial expansion of AAM production capacity at Vidalia at a fixed price for an initial term of four years commencing from the achievement of a commercial production rate, subject to final qualification.', 'Tesla also has an option to offtake additional volume from Vidalia subject to Syrah expanding its capacity beyond the initial expansion. Syrah is advancing commercial and technical engagement with other target customers to develop Vidalia AAM for mass production and secure additional long-term purchase commitments for Vidalia.', 'S WORLD PRESS REVIEW : January 18, 2022 01/18 SOCIAL BUZZ : Wallstreetbets Stocks Start the Week in the Red MT 01/11 Syrah Resources to Supply Processed Graphite to Tesla AQ 2021 SYRAH RESOURCES : Notification regarding unquoted securities - SYR PU 2021 Syrah Resources Limited - Binding Active Anode Material Offtake Agreement with Tesla AQ 2021 Syrah', 'Resources Enters Offtake Deal With Tesla MT 2021 Syrah Resources Limited Announces Change of Registered Office & Principal Place of Busi..', 'Related Link: The Next Tesla Or Lucid Motors? The Polestar SPAC Merger Could Put The EV Maker In The Lead\n\nWhy It’s Important: Polestar is merging with Gores Guggenheim Inc (NASDAQ:GGPI) in a SPAC deal valuing the company at $20 billion.', 'Polestar faces competition from Hyundai, Kia, Tesla Inc (NASDAQ:TSLA) and others in the South Korean market according to InsideEVs.\n\nPolestar sold 10,000 electric vehicles in 2020 and 29,000 in 2021. The company is emerging as one of the largest electric vehicle companies by deliveries and production numbers.', 'EV maker introduces TeslaMic as it tries to catch up to local rivals\n\nChinese consumers have given an ovation to Tesla Inc., a new seller of karaoke microphones for singing in cars.', 'The microphones work with a Tesla software update released in China that includes karaoke tracks and videos in the style of those shown in karaoke booths.', ""The full system with video is designed to be used by people sitting in a Tesla car when it isn't moving, substituting for a karaoke booth as they relax after a day of travel or take a break at the side of the road."", ""Tesla is facing tough competition in the karaoke-crazed country from other EV makers, several of which beat Tesla to the market with similar combinations of software and hardware for in-car karaoke.\n\nSinging karaoke is one of China's most popular pastimes among the songful and tone-deaf alike."", 'Though a pioneer in EVs, Tesla is playing catch-up in karaoke.\n\nChinese EV makers such as Warren Buffett-backed BYD Co. and Xpeng Inc. have been heavily advertising their karaoke setups, including software to simulate the experience of singing in a karaoke bar and devices such as microphones and headphones.', '""I was quite jealous that BYD owners get to sing karaoke in their cars,"" said Jiang Xin, 49, who owns a Tesla Model Y.\n\nMr. Jiang\'s friend, Kevin Xu, 42, owns a BYD and enjoys singing inside the car with the doors closed and the windows rolled up.\n\n""It\'s quite a way to alleviate boredom during a trip,"" said Mr. Xu.', ""This isn't the first time Tesla tried karaoke. It included a feature called Caraoke in software for global users a few years ago that plays songs and displays song lyrics on the control panel. However, that offering didn't include karaoke-style videos or Tesla-branded hardware such as microphones."", ""Tesla didn't reply to a request for comment."", 'Tesla Latest Entrant Into Carpool Karaoke Competition']"
2022-01-31,"['Treasury ETF, The Walt Disney Co, Honeywell International Inc, Tesla Inc during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Diversified Portfolios, Inc.. As of 2021Q4, Diversified Portfolios, Inc. owns 135 stocks with a total value of $416 million. These are the details of the buys and sells.', 'Diversified Portfolios, Inc. sold out a holding in Tesla Inc. The sale prices were between $780.59 and $1229.91, with an estimated average price of $1012.35.\n\nDiversified Portfolios, Inc. sold out a holding in Carvana Co. The sale prices were between $204.12 and $303.18, with an estimated average price of $274.34.', 'Shares added by 6.16% Tesla Inc (TSLA) - 9,469 shares, 4.17% of the total portfolio. Shares added by 1.01%\n\nGradient Capital Advisors, LLC initiated holding in Vanguard Ultra-Short Bond ETF. The purchase prices were between $49.92 and $50.09, with an estimated average price of $50.01. The stock is now traded at around $49.795000.', ', ETHE, KD, BE, Added Positions: PFE, NOC, BMY, VZ, CRNC, NIO, PTRA, CPB,\n\nPFE, NOC, BMY, VZ, CRNC, NIO, PTRA, CPB, Reduced Positions: ABT, LTHM,\n\nABT, LTHM, Sold Out: APA, TSLA, MP,\n\nGreenville, SC, based Investment company Current Portfolio ) buys Weibo Corp, Pfizer Inc, Northrop Grumman Corp, Bristol-Myers Squibb Co, Intel Corp, sells APA Corp, Tesla', 'Inc, MP Materials Corp during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Canal Insurance CO.', 'Canal Insurance CO sold out a holding in Tesla Inc. The sale prices were between $780.59 and $1229.91, with an estimated average price of $1012.35.\n\nCanal Insurance CO sold out a holding in MP Materials Corp. The sale prices were between $29.57 and $47.26, with an estimated average price of $39.66.', 'Canal Insurance CO Buys Weibo Corp, Pfizer Inc, Northrop Grumman Corp, Sells APA Corp, Tesla Inc, MP Materials Corp']"
2022-02-01,"['BYD Company Limited (OTC:BYDDF) is a fast-growing EV giant that is catching up rapidly with Tesla, Inc. (NASDAQ:TSLA), its American rival. Although China’s lockdown impacted BYD Company Limited (OTC:BYDDF)’s manufacturing capacity, operations returned to normal and the company sold 93,945 new vehicles in December, up 225.7% year-over-year.', ""Also Read: Elon Musk says the Associated Press Writes 'Bogus' Tesla Articles After Fan Receives Message from Writer\n\nAlthough he gave another option, which is an internship opportunity, Elon only offered him $5,000 to stop his tracking activity. However, he didn't accept the CEO's offer."", '""I knew he had a plane, you know, as a fan of SpaceX and Tesla stuff. I thought the Elon Musk\'s Jet bot would reveal like where he\'s going and what business he\'s doing,"" said Jack.\n\nAs of the moment, he is still hoping that Musk will soon provide a better bargain.', 'President Joe Biden for not acknowledging Tesla.\n\nFor more news updates about Elon Musk and other related topics, always keep your tabs open here at TechTimes.\n\nRelated Article: Elon Musk Asked for $50,000 By Teen Who Tracks His Private Jet\n\nThis article is owned by TechTimes\n\nWritten by: Griffin Davis\n\nⓒ 2021 TECHTIMES.com All rights reserved.', '.\n\n___\n\nTesla recall: ‘Full Self-Driving’ software runs stop signs\n\nDETROIT (AP) — Tesla is recalling nearly 54,000 vehicles because their “Full Self-Driving” software lets them roll through stop signs without coming to a complete halt.', 'Documents posted Tuesday by U.S. safety regulators say that Tesla will disable the feature with an over-the-internet software update. The software allows vehicles to go through intersections with all-way stop signs at up to 5.6 miles (9 kilometers) per hour. Disregarding stop signs is illegal in most states.', 'Tesla says it has no reports of crashes or injuries.\n\nADVERTISEMENT\n\n___\n\nGoogle’s Q4 ad sales soar again, parent plans to split stock\n\nSAN RAMON, Calif.']"
2022-02-02,"[""Tesla CEO is responding to a class action lawsuit from shareholders claiming to be wronged by the billionaire's tweets on Aug. 7, 2018.\n\nElon Musk does not budge. The billionaire is sticking to his position in the Tweetgate affair, which has already cost him and Tesla (TSLA) - Get Tesla Inc Report a $40 million fine from the SEC."", '""Plaintiff has litigated this case for nearly three years, taken numerous depositions, received hundreds of thousands of pages of documents, and now must contend with one basic truth: Elon Musk’s August 7, 2018 tweet informing the public that he was considering taking Tesla private was entirely truthful and cannot support the claims that Plaintiff brings—much', 'Musk was considering taking Tesla private at $420 a share. Funding was secured. There was investor support.', 'Musk Reached a Settlement With the SEC\n\nThe tweets had shaken Tesla stock.\n\nThe Securities and Exchange Commission filed a complaint against Elon Musk.\n\n""The SEC’s complaint alleged that, in truth, Musk knew that the potential transaction was uncertain and subject to numerous contingencies.', 'Tesla and Musk agreed to pay $40 million in penalties.\n\nIn their heavily redacted filing on Tuesday, Elon Musk\'s lawyers say that: ""Far from \'fraud,\' Mr. Musk’s statements were an effort to be open about a potential go-private transaction and to provide equal information to all Tesla shareholders.', 'Elon Musk Says He Had Saudi ""Support"" to Take Tesla Private', 'Tesla, Inc. (NASDAQ:TSLA)’s Elon Musk has been a vocal supporter of Dogecoin since 2019.\n\nOn December 14, Musk announced that Tesla, Inc. (NASDAQ:TSLA) would accept DOGE for some of its merchandise. DOGE traded 18.9% higher following the billionaire’s tweet.', 'On June 24, 2021, Swiss-based firm Digital Assets AG announced that it will tokenize multiple stocks such as Tesla, Inc. (NASDAQ:TSLA), Meta Platforms, Inc. (NASDAQ:FB), and Alphabet Inc. (NASDAQ:GOOG) on the Solana network, which increased the buzz around the coin.']"
2022-02-03,"['Stock ETF, Tesla Inc, Nuveen ESG Small-Cap ETF, AutoZone Inc, Berkshire Hathaway Inc, sells Globant SA during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Palisades Hudson Asset Management, L.P.. As of 2021Q4, Palisades Hudson Asset Management, L.P. owns 112 stocks with a total value of $226 million.', 'Shares reduced by 1.88%\n\nPalisades Hudson Asset Management, L.P. initiated holding in Tesla Inc. The purchase prices were between $780.59 and $1229.91, with an estimated average price of $1012.35. The stock is now traded at around $891.140000. The impact to a portfolio due to this purchase was 0.16%. The holding were 339 shares as of 2021-12-31.', 'Stock ETF, Tesla Inc, Nuveen ESG Small-Cap ETF, Sells Globant SA', 'Strong earnings from certain companies such as Microsoft (MSFT), Alphabet (GOOG), Tesla (TSLA) and Apple (AAPL) have helped stabilize the tech sector earlier this week after a brutal correction in January, but not all mega-caps are executing well or delivering outstanding results.', 'FILE PHOTO: The Tesla logo is seen on a car in Los Angeles, California, U.S., July 9, 2020. REUTERS/Lucy Nicholson/File Photo FILE PHOTO: The Tesla logo is seen on a car in Los Angeles, California, U.S., July 9, 2020.', 'REUTERS/Lucy Nicholson/File Photo\n\nFebruary 3, 2022\n\nBy Tina Bellon\n\nAUSTIN, Texas (Reuters) – Tesla Inc on Wednesday applied for a permit to extend its existing Austin-based car factory with a building to produce cathodes for battery manufacturing, according to city filings and a spokeswoman.', 'That is the name Tesla has used throughout the permitting process for its new Texas factory on the state and local level.', '“I can confirm that this is for the Tesla project and this permit is for a cathode building,” a spokeswoman for the city’s development services department said on Thursday, adding that the city did not have further information.\n\nNews site Electrek first reported on the filing on Thursday.', 'Chief Executive Officer Elon Musk in September said Tesla plans to build a cathode facility as part of its battery cell production plant.\n\nThe Texas Commission on Environmental Quality on Jan. 20 approved Tesla’s vehicle manufacturing site.', 'In 2020 filings with the Commission, Tesla said its emissions sources for battery cell production would include anode and cathode mixing dust.\n\nCathodes are the single most expensive component of a battery and producing them requires lots of space and emits large quantities of CO2 emissions.', 'Tesla plans to build cathode building at Texas Gigafactory']"
2022-02-04,"[""Tesla Inc (NASDAQ: TSLA) is constantly innovating, trying to stay ahead of the rising EV tide. And a new patent from Tesla shows it's thinking about every aspect of the vehicle, electric or otherwise."", 'Rather than having to produce different headlights, Tesla can mass-produce a single headlight and change the way it behaves with software to comply legally wherever a vehicle is shipped.', 'A bigger win than it may seem — Elon Musk (@elonmusk) February 4, 2022\n\nThe new headlight is not only a clever piece of hardware, but it should also have a significant impact on Tesla, helping the company to continue delivering vehicles in a supply-constrained world.', 'Tesla is available in as many as 40 countries, so this development may help significantly cut down on the number of different headlights Tesla must produce.\n\nPhoto: Courtesy of Tesla Inc.', 'Centralized computing\n\nThe electronic architectures of EVs will feature central computing – as are found in today’s Tesla (NASDAQ:TSLA) models – rather than the small individual electronic control units (ECUs), dedicated to windshield wipers or infotainment systems, for example, that are part of today’s distributed network commonly found in today’s', 'Aggregate Bond ETF, iShares Core 1-5 Year USD Bond ETF, iShares Russell 2000 Value ETF, Salesforce.com Inc, Broadcom Inc, sells Tesla Inc, ShockWave Medical Inc, Vanguard Small Cap Growth ETF, Nuveen Select Tax Free Income Port 2, iShares S&P Mid-Cap 400 Growth ETF during the 3-months ended 2021Q4, according to the most recent filings of the investment', 'Aggregate Bond ETF, iShares Core 1-5 Year USD Bond ETF, iShares Russell 2000 Value ETF, Sells Tesla Inc, ShockWave Medical Inc, Vanguard Small Cap']"
2022-02-05,"['On Saturday, GoFundMe said it would refund all donations automatically but not before Tesla (NASDAQ: ) CEO Elon Musk called the company ""professional thieves"" and Florida Governor Rick DeSantis, a Republican, vowed to investigate the website.', 'Franklin Resources Inc. lowered its position in shares of Tesla, Inc. (NASDAQ:TSLA) by 1.5% in the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The firm owned 969,411 shares of the electric vehicle producer’s stock after selling 14,777 shares during the quarter.', 'Franklin Resources Inc. owned about 0.10% of Tesla worth $751,759,000 at the end of the most recent quarter.\n\nA number of other institutional investors have also recently made changes to their positions in the business. SG Americas Securities LLC raised its position in shares of Tesla by 104.5% in the 3rd quarter.', 'BlackRock Inc. increased its holdings in Tesla by 4.7% in the 3rd quarter. BlackRock Inc. now owns 52,829,488 shares of the electric vehicle producer’s stock worth $40,968,213,000 after buying an additional 2,377,179 shares in the last quarter. Geode Capital Management LLC grew its stake in shares of Tesla by 7.0% during the 3rd quarter.', 'Renaissance Technologies LLC grew its stake in shares of Tesla by 299.6% during the 3rd quarter. Renaissance Technologies LLC now owns 813,975 shares of the electric vehicle producer’s stock valued at $631,221,000 after purchasing an additional 610,300 shares during the period.', 'Tesla, Inc. has a one year low of $539.49 and a one year high of $1,243.49.\n\nTesla (NASDAQ:TSLA) last released its earnings results on Tuesday, January 25th. The electric vehicle producer reported $2.54 EPS for the quarter, beating the consensus estimate of $2.36 by $0.18.', 'Tesla had a net margin of 10.25% and a return on equity of 20.36%. The business’s quarterly revenue was up 65.6% compared to the same quarter last year. During the same period last year, the firm earned $0.24 EPS. As a group, equities research analysts anticipate that Tesla, Inc. will post 7.1 EPS for the current fiscal year.', 'Citigroup boosted their price target on Tesla from $262.00 to $313.00 and gave the stock a “sell” rating in a report on Thursday, January 27th. Canaccord Genuity Group boosted their target price on Tesla from $1,040.00 to $1,200.00 in a research report on Friday, January 28th.', 'UBS Group upped their price objective on Tesla from $725.00 to $1,000.00 and gave the company a “neutral” rating in a research report on Tuesday, December 7th. They noted that the move was a valuation call. Morgan Stanley upped their price objective on Tesla from $1,200.00 to $1,300.00 in a research report on Monday, January 10th.', 'Tesla Company Profile\n\nTesla, Inc engages in the design, development, manufacture, and sale of fully electric vehicles and energy generation and storage systems. It also provides vehicle service centers, Supercharger stations, and self-driving capability.', 'Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Tesla, Inc. (NASDAQ:TSLA).', 'Reduces Stock Holdings in Tesla, Inc. (NASDAQ:TSLA)', 'Holderness Investments Co. lifted its position in shares of Tesla, Inc. (NASDAQ:TSLA) by 24.8% during the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The firm owned 563 shares of the electric vehicle producer’s stock after purchasing an additional 112 shares during the period.', 'University of Texas Texas AM Investment Managment Co. acquired a new stake in shares of Tesla during the 3rd quarter valued at $27,000. O Brien Wealth Partners LLC bought a new stake in Tesla in the 3rd quarter valued at about $31,000. Laffer Tengler Investments increased its position in Tesla by 5,000.0% in the 2nd quarter.', 'Vaughan Nelson Investment Management L.P. acquired a new position in Tesla during the 3rd quarter valued at about $41,000. Finally, First PREMIER Bank boosted its stake in shares of Tesla by 160.0% in the 3rd quarter.', 'Morgan Stanley boosted their target price on shares of Tesla from $1,200.00 to $1,300.00 in a report on Monday, January 10th. Wells Fargo & Company upped their target price on shares of Tesla from $860.00 to $910.00 and gave the stock an “equal weight” rating in a research report on Thursday, January 27th.', 'Argus restated a “buy” rating and set a $1,313.00 price target (up from $1,010.00) on shares of Tesla in a research report on Tuesday, December 28th. New Street Research increased their price target on shares of Tesla from $1,298.00 to $1,580.00 and gave the stock a “buy” rating in a research note on Wednesday, December 8th.', 'According to data from MarketBeat, Tesla has a consensus rating of “Hold” and an average price target of $941.56.\n\nTesla stock opened at $923.32 on Friday. The stock has a market cap of $927.26 billion, a P/E ratio of 188.43, a price-to-earnings-growth ratio of 3.07 and a beta of 1.98.', 'Tesla, Inc. has a 52 week low of $539.49 and a 52 week high of $1,243.49.\n\nTesla (NASDAQ:TSLA) last released its earnings results on Tuesday, January 25th. The electric vehicle producer reported $2.54 EPS for the quarter, beating the Thomson Reuters’ consensus estimate of $2.36 by $0.18.', 'Tesla had a return on equity of 20.36% and a net margin of 10.25%. The business’s revenue was up 65.6% on a year-over-year basis. During the same period in the prior year, the business posted $0.24 EPS. As a group, equities analysts predict that Tesla, Inc. will post 7.1 earnings per share for the current fiscal year.', 'Tesla Profile\n\nTesla, Inc engages in the design, development, manufacture, and sale of fully electric vehicles and energy generation and storage systems. It also provides vehicle service centers, Supercharger stations, and self-driving capability. The company operates through the following segments: Automotive and Energy Generation and Storage.', 'Visit HoldingsChannel.com to get the latest 13F filings and insider trades for Tesla, Inc. (NASDAQ:TSLA).', 'Acquires 112 Shares of Tesla, Inc. (NASDAQ:TSLA)']"
2022-02-06,"['The role played by institutional investors — whether it’s Tesla or Goldman Sachs — coupled with the selling appetite of Bitcoin whales matters here.', 'Vidalia Offtake Strategy In December 2021, the Company announced it had executed an offtake agreement (""Agreement"") with Tesla, Inc. (""Tesla"") to supply natural graphite AAM from Vidalia11.', 'Subject to satisfaction of the above conditions, Tesla will offtake 8ktpa AAM of the proposed initial expansion of AAM production capacity at Vidalia at a fixed price for an initial term of four years commencing from the achievement of a Syrah will otherwise engage contractors to provide construction services to deliver the Vidalia Initial Expansion', 'Tesla also has an option to offtake additional volume from Vidalia subject to Syrah expanding its capacity beyond the initial expansion.', 'S WORLD PRESS REVIEW : January 18, 2022 01/18 SOCIAL BUZZ : Wallstreetbets Stocks Start the Week in the Red MT 01/11 Syrah Resources to Supply Processed Graphite to Tesla AQ 2021 SYRAH RESOURCES : Notification regarding unquoted securities - SYR PU 2021 Syrah Resources Limited - Binding Active Anode Material Offtake Agreement with Tesla AQ 2021 Syrah', 'Resources Enters Offtake Deal With Tesla MT', 'What Happened: On Saturday, Contessoto retweeted a meme posted in a now-deleted tweet by Tesla Inc. (NASDAQ:TSLA) CEO Elon Musk. The meme featured Pokémon — a creature belonging to the Pokémon universe often featured in Nintendo games and other content — and had the Doge Millionaire commenting, ""I’m very bullish on Pokémon.""']"
2022-02-07,"['Thiel became one of the most visible members of the “PayPal Mafia,” a group of early employees that included Tesla Inc. CEO Elon Musk, who have since gone on to found and invest in other notable tech companies.\n\nMr.', 'Further, automaker Tesla Inc. revealed in a recently filed 10-K that it held almost $2 billion in bitcoin at the end of last year.', '“Tesla’s 10K SEC filing update was released yesterday, reaffirming notions that Tesla held onto their BTC holdings amidst declines in Bitcoin’s price to the lower 30 thousands,” said John Iadeluca, founder & CEO of multi-strategy fund Banz Capital.', '“Today news of Tesla maintaining its BTC holdings and KPMG Canada adding BTC to its balance sheet have also bolstered sentiment,” emphasized DiPasquale.\n\nJosh Olszewicz, head of research at Valkyrie Investments, also spoke to these developments, noting how they are simply the latest sign of progress for cryptocurrencies.', ""He remains behind Elon Musk, the CEO of Tesla and SpaceX whose fortune is estimated at $239 billion. Much like Musk, the bulk of Bezos' personal fortune is based on the shares he owns in his companies.\n\nOn the other hand, Mark Zuckerberg, the founding CEO of Facebook, saw his fortune drop by $36.1 billion in 48 hours.""]"
2022-02-08,"['ARS Wealth Advisors Group, LLC added to a holding in Tesla Inc by 26.38%. The purchase prices were between $780.59 and $1229.91, with an estimated average price of $1012.35. The stock is now traded at around $922.000000. The impact to a portfolio due to this purchase was 0.03%. The holding were 781 shares as of 2021-12-31.', ""Today's Research Daily features new research reports on 16 major stocks, including Microsoft Corp. ( MSFT ), Amazon.com, Inc. ( AMZN ), and Tesla, Inc. ( TSLA ). These research reports have been hand-picked from the roughly 70 reports published by our analyst team today."", ""(You can read the full research report on Amazon here >>> )\n\nShares of Tesla have gained +27.2% in the last six months against the Zacks Domestic Automotive industry’s gain of +11.6%. The Zacks analyst believes that robust demand for Models 3 and Y has been buoying Tesla's revenues."", '(You can read the full research report on Tesla here >>> )\n\nOther noteworthy reports we are featuring today include ConocoPhillips ( COP ), Starbucks Corp. ( SBUX ) and Zoetis Inc. ( ZTS ).\n\nMark Vickery\n\nSenior Editor', 'Top Stock Reports for Microsoft, Amazon & Tesla', 'SPLG, KRBN, ABBV, QRVO, CRM, TMO, VALE, LUMN, SENS, HUT, UEC, SNDL,\n\nInvestment company Current Portfolio ) buys Invesco Senior Loan ETF, Arch Resources Inc, SPDR Portfolio Mortgage Backed Bond ETF, BTC iShares MSCI USA Min Vol Factor ETF, iShares Core MSCI Emerging Markets ETF, sells FIRST TRUST SENIOR FLOATING RATE 2022 TARGET TERM , AvePoint Inc, Tesla', 'Inc, Vanguard Mortgage-Backed Securities ETF, PowerShares QQQ Trust Ser 1 during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Biltmore Capital Advisors LLC.', 'Biltmore Capital Advisors LLC Buys Invesco Senior Loan ETF, Arch Resources Inc, SPDR Portfolio Mortgage Backed Bond ETF, Sells FIRST TRUST SENIOR FLOATING RATE 2022 TARGET TERM , AvePoint Inc, Tesla I']"
2022-02-09,"['For a recent example, Tesla entered the S&P 500 and replaced Aimco (Apartment Investment and Management) in late 2021. Tesla prices increased in the period between the announcement and its official entry into the S&P 500 by 57%, while Aimco prices fell by 17%.', 'Report are also pouring money into the development of electric vehicles and battery factories, while EV giant Tesla (TSLA) - Get Tesla Inc Report plans to produce 1.5 million vehicles this year.', 'Biden Extends his Hand to Elon Musk\n\nWhile still waiting for a photo between Elon Musk and Joe Biden, who managed for the first time to publicly pronounce the word Tesla after having studiously ignoring the company and its whimsical CEO for months.', ""The acknowledgment of Tesla by the Biden administration comes after protests from Musk that he was not invited by the White House to discuss the president's signature $1.75 trillion Build Back Better legislation, while the bosses of Ford and General Motors were."", ""“For reasons unknown,” Musk tweeted Sunday, referring to the president, “@potus is unable to say the word ‘Tesla.'”\n\nBut, Biden changed that.\n\nFord, GM Recycle Iconic Cars to Catch Up with Tesla\n\nMajor auto companies are going all-electric while reimagining their most beloved brands as environmentally friendly."", ""Here are more of the top electric vehicle stocks to watch this week:\n\nTesla\n\nTesla is not done with the regulators regarding its whimsical boss's famous September 2018 tweet about wanting to take the electric-vehicle manufacturer out of the stock market."", 'Tesla believed that this affair was in the rear-view mirror after it reached a $40 million agreement a month and a half after the tweet. In fact, the Austin company still has to bite its fingers. The U.S.', ""Securities and Exchange Commission subpoenaed Tesla in November, requesting information related to the settlement, which mandated that the company vet Elon Musk's tweets on information that could weigh on the stock."", ""That followed a request from the agency for more information from Tesla in relation to its investigation into 580,000 Tesla vehicles over “Passenger Play,” which gave Tesla passengers the ability to play games on the cars' infotainment systems while the cars were in motion.\n\nTheStreet Quant Ratings rates Tesla as a Hold with a rating score of C+."", ""It's not Tesla and that means that it has a long way to go to meet expectations even if it has a high market cap (about $39 billion as of the morning of Feb. 1). Tesla has set a high bar. But, Nio delivered 9,652 vehicles in January, marking a 33.6% year-over-year increase led by the company's ES6 five-seater high-performance smart electric SUV."", ""That's a much bigger commitment than the $100 Tesla asks for when people reserve a Cybertruck.\n\nTheStreet Quant Ratings does not have a rating for Lucid."", ""Faraday Future staked its claim to the world's fastest electric car with its FF91 production model, showing footage of it outracing Tesla Motors Inc.'s Model S in a glitzy event in Las Vegas. Photographer: Patrick T."", 'Fallon/Bloomberg © 2017 Bloomberg Finance LP\n\nFaraday Futures, the struggling electric vehicle maker that once touted itself as the next Tesla, announced a partnership Wednesday with South Korean automaker Myoung Shin that the companies hope will lead to the launch of the FF81 model in 2024.']"
2022-02-10,"[""The idea may seem far-fetched, especially since it concerns one of Tesla's (TSLA) - Get Tesla Inc Report's most anticipated vehicles, whose market arrival has been delayed. It is not even certain that it will be sold in the next two years."", 'The college student who created the Elon Musk-tracking account could be sitting behind the wheel of a Tesla Model 3 very soon.', ""The saga of the Twitter account that tracks Tesla (TSLA) - Get Tesla Inc Report founder and CEO Elon Musk's private jet reached new heights when the people behind a meme coin inspired by @ElonJet said they would give the college student who created the account a Tesla Model 3 if the crypto's market cap reaches $10 million."", '""Throughout our ongoing dialogue with them, they\'ve stated to me and their own community that when they reach the $10M market cap, they will gift me a Tesla Model 3 because Elon wasn’t interested or wouldn’t compromise,"" Sweeney said. ""They also found the $5K offer from Elon just as insulting as everybody else did.""', '""This continuation of the story is really about them gifting me a Tesla where the wealthiest man simply refused to,"" Sweeney said. ""They want the power of their community to come together and take his place essentially.', 'It\'s a pretty epic offer in all honesty and it\'s took me by surprise and I’d be more than happy to accept a Tesla Model 3 from them guys I guess.""\n\nReaction on Twitter was generally positive, with one commenter calling elonjet the next dogecoin and Sweeney the next Elon Musk.\n\n""This is amazing Jack can’t wait to be part of this journey!""', ""Teenager Who Tracks Musk's Private Jet Could Drive a Tesla Soon"", 'Data shared by Flink shows that Tesla Inc, Apple Inc and Amazon.com Inc are the companies in which users invested the most in the last 12 months.\n\nFlink was conceived as a way to provide digital banking solutions, but the company later decided “to focus on giving people access to the markets,” said Jimenez.']"
